Activation_function,regulizer,batch_size,lambda,eta,train_err,test_err
elu,l1,25,1.000000e-04,1.000000e-03,18.408125,24.190639
elu,l1,25,1.000000e-03,1.000000e-03,21.302402,26.607014
elu,l1,25,1.000000e-09,1.000000e-02,45.941574,48.812981
elu,l1,25,1.000000e-08,1.000000e-02,20.254648,23.076996
elu,l1,25,1.000000e-07,1.000000e-02,24.036001,28.726963
elu,l1,25,1.000000e-06,1.000000e-02,23.555685,27.524935
elu,l1,25,1.000000e-05,1.000000e-02,36.925079,38.946499
elu,l1,25,1.000000e-04,1.000000e-02,37.534695,40.437561
elu,l1,25,1.000000e-03,1.000000e-02,30.501974,33.735222
elu,l1,25,1.000000e-09,1.000000e-01,31.356459,32.838886
elu,l1,25,1.000000e-08,1.000000e-01,46.922306,48.785477
elu,l1,25,1.000000e-07,1.000000e-01,33.695419,35.184582
elu,l1,25,1.000000e-06,1.000000e-01,30.278486,32.517834
elu,l1,25,1.000000e-05,1.000000e-01,27.912226,28.980314
elu,l1,25,1.000000e-04,1.000000e-01,38.472347,41.422234
elu,l1,25,1.000000e-03,1.000000e-01,51.050545,52.351246
elu,l1,25,1.000000e-09,1.000000e+00,179.391388,179.501328
elu,l1,25,1.000000e-08,1.000000e+00,180.488144,179.215652
elu,l1,25,1.000000e-07,1.000000e+00,181.503571,181.610306
elu,l1,25,1.000000e-06,1.000000e+00,181.249680,181.357162
elu,l1,25,1.000000e-05,1.000000e+00,194.934113,195.040390
elu,l1,25,1.000000e-04,1.000000e+00,343.603058,343.714142
elu,l1,25,1.000000e-03,1.000000e+00,1913.997559,1914.105225
elu,l2,25,1.000000e-09,1.000000e-03,16.636290,22.203375
elu,l2,25,1.000000e-08,1.000000e-03,16.969114,21.377375
elu,l2,25,1.000000e-07,1.000000e-03,14.668979,20.428070
elu,l2,25,1.000000e-06,1.000000e-03,16.492075,21.846941
elu,l2,25,1.000000e-05,1.000000e-03,19.062876,24.240650
elu,l2,25,1.000000e-04,1.000000e-03,17.569235,22.516422
elu,l2,25,1.000000e-03,1.000000e-03,23.208628,26.465382
elu,l2,25,1.000000e-09,1.000000e-02,28.884888,32.273560
elu,l2,25,1.000000e-08,1.000000e-02,21.074049,24.066292
elu,l2,25,1.000000e-07,1.000000e-02,39.998135,41.883083
elu,l2,25,1.000000e-06,1.000000e-02,32.641544,36.188293
elu,l2,25,1.000000e-05,1.000000e-02,20.994701,24.916916
elu,l2,25,1.000000e-04,1.000000e-02,33.269402,36.063328
elu,l2,25,1.000000e-03,1.000000e-02,28.572701,31.300253
elu,l2,25,1.000000e-09,1.000000e-01,30.845764,32.488369
elu,l2,25,1.000000e-08,1.000000e-01,39.740486,41.402107
elu,l2,25,1.000000e-07,1.000000e-01,56.645996,56.655651
elu,l2,25,1.000000e-06,1.000000e-01,60.203201,61.139164
elu,l2,25,1.000000e-05,1.000000e-01,80.770157,81.801231
elu,l2,25,1.000000e-04,1.000000e-01,49.286167,55.841396
elu,l2,25,1.000000e-03,1.000000e-01,151.075836,153.272354
elu,l2,25,1.000000e-09,1.000000e+00,178.929230,179.038956
elu,l2,25,1.000000e-08,1.000000e+00,183.437973,183.549286
elu,l2,25,1.000000e-07,1.000000e+00,1017.823730,194.069778
elu,l2,25,1.000000e-06,1.000000e+00,277.899384,278.009888
elu,l2,25,1.000000e-05,1.000000e+00,410.344635,410.455963
elu,l2,25,1.000000e-04,1.000000e+00,1256.321533,1256.432007
elu,l2,25,1.000000e-03,1.000000e+00,181.869202,181.980240
